חודש,ריבית,אינפלציה,קרן תחילת תקופה,תשלום חודשי,"ע""ח קרן","ע""ח ריבית",הצמדה לקרן,הצמדה לריבית,פרעון מוקדם,קרן סוף תקופה
63014,nan,153,4.80%,0.00%,73991,525,229,296,0,0
62694,nan,154,4.80%,0.00%,73762,525,230,295,0,0
62373,nan,155,4.80%,0.00%,73532,525,231,294,0,0
62050,nan,156,4.80%,0.00%,73302,525,231,293,0,0
61726,nan,157,4.80%,0.00%,73071,525,232,292,0,0
61402,nan,158,4.80%,0.00%,72838,525,233,291,0,0
61075,nan,159,4.80%,0.00%,72605,525,234,290,0,0
60748,nan,160,4.80%,0.00%,72371,525,235,289,0,0
60419,nan,161,4.80%,0.00%,72135,525,236,289,0,0
60089,nan,162,4.80%,0.00%,71899,525,237,288,0,0
59758,nan,163,4.80%,0.00%,71662,525,238,287,0,0
59426,nan,164,4.80%,0.00%,71424,525,239,286,0,0
59092,nan,165,4.80%,0.00%,71185,525,240,285,0,0
58757,nan,166,4.80%,0.00%,70945,525,241,284,0,0
58421,nan,167,4.80%,0.00%,70704,525,242,283,0,0
58083,nan,168,4.80%,0.00%,70463,525,243,282,0,0
57744,nan,169,4.80%,0.00%,70220,525,244,281,0,0
57404,nan,170,4.80%,0.00%,69976,525,245,280,0,0
57063,nan,171,4.80%,0.00%,69731,525,246,279,0,0
56720,nan,172,4.80%,0.00%,69485,525,247,278,0,0
56376,nan,173,4.80%,0.00%,69239,525,248,277,0,0
56030,nan,174,4.80%,0.00%,68991,525,249,276,0,0
55684,nan,175,4.80%,0.00%,68742,525,250,275,0,0
55336,nan,176,4.80%,0.00%,68493,525,251,274,0,0
54986,nan,177,4.80%,0.00%,68242,525,252,273,0,0
54635,nan,178,4.80%,0.00%,67990,525,253,272,0,0
54283,nan,179,4.80%,0.00%,67738,525,254,271,0,0
53930,nan,180,4.80%,0.00%,67484,525,255,270,0,0
53575,nan,181,4.80%,0.00%,67229,525,256,269,0,0
53219,nan,182,4.80%,0.00%,66973,525,257,268,0,0
52861,nan,183,4.80%,0.00%,66717,525,258,267,0,0
52503,nan,184,4.80%,0.00%,66459,525,259,266,0,0
52142,nan,185,4.80%,0.00%,66200,525,260,265,0,0
51781,nan,186,4.80%,0.00%,65940,525,261,264,0,0
51418,nan,187,4.80%,0.00%,65679,525,262,263,0,0
51053,nan,188,4.80%,0.00%,65417,525,263,262,0,0
50687,nan,189,4.80%,0.00%,65154,525,264,261,0,0
50320,nan,190,4.80%,0.00%,64890,525,265,260,0,0
49951,nan,191,4.80%,0.00%,64625,525,266,259,0,0
49581,nan,192,4.80%,0.00%,64359,525,267,257,0,0
49210,nan,193,4.80%,0.00%,64092,525,268,256,0,0
48837,nan,194,4.80%,0.00%,63823,525,269,255,0,0
48463,nan,195,4.80%,0.00%,63554,525,270,254,0,0
48087,nan,196,4.80%,0.00%,63284,525,272,253,0,0
47710,nan,197,4.80%,0.00%,63012,525,273,252,0,0
47331,nan,198,4.80%,0.00%,62739,525,274,251,0,0
46951,nan,199,4.80%,0.00%,62466,525,275,250,0,0
46570,nan,200,4.80%,0.00%,62191,525,276,249,0,0
46187,nan,201,4.80%,0.00%,61915,525,277,248,0,0
45802,nan,202,4.80%,0.00%,61638,525,278,247,0,0
45416,nan,203,4.80%,0.00%,61360,525,279,245,0,0
45029,nan,204,4.80%,0.00%,61081,525,280,244,0,0
44640,nan,205,4.80%,0.00%,60800,525,281,243,0,0
44249,nan,206,4.80%,0.00%,60519,525,283,242,0,0
43857,nan,207,4.80%,0.00%,60236,525,284,241,0,0
43464,nan,208,4.80%,0.00%,59953,525,285,240,0,0
43069,nan,209,4.80%,0.00%,59668,525,286,239,0,0
42673,nan,210,4.80%,0.00%,59382,525,287,238,0,0
42275,nan,211,4.80%,0.00%,59095,525,288,236,0,0
41875,nan,212,4.80%,0.00%,58806,525,289,235,0,0
41474,nan,213,4.80%,0.00%,58517,525,291,234,0,0
41072,nan,214,4.80%,0.00%,58226,525,292,233,0,0
40668,nan,215,4.80%,0.00%,57934,525,293,232,0,0
40262,nan,216,4.80%,0.00%,57642,525,294,231,0,0
39855,nan,217,4.80%,0.00%,57347,525,295,229,0,0
39446,nan,218,4.80%,0.00%,57052,525,296,228,0,0
39036,nan,219,4.80%,0.00%,56756,525,298,227,0,0
38624,nan,220,4.80%,0.00%,56458,525,299,226,0,0
38210,nan,221,4.80%,0.00%,56159,525,300,225,0,0
37795,nan,222,4.80%,0.00%,55859,525,301,223,0,0
37379,nan,223,4.80%,0.00%,55558,525,302,222,0,0
36961,nan,224,4.80%,0.00%,55256,525,304,221,0,0
36541,nan,225,4.80%,0.00%,54952,525,305,220,0,0
36119,nan,226,4.80%,0.00%,54647,525,306,219,0,0
35696,nan,227,4.80%,0.00%,54341,525,307,217,0,0
35271,nan,228,4.80%,0.00%,54034,525,309,216,0,0
34845,nan,229,4.80%,0.00%,53725,525,310,215,0,0
34417,nan,230,4.80%,0.00%,53415,525,311,214,0,0
33988,nan,231,4.80%,0.00%,53104,525,312,212,0,0
33556,nan,232,4.80%,0.00%,52792,525,313,211,0,0
33124,nan,233,4.80%,0.00%,52479,525,315,210,0,0
32689,nan,234,4.80%,0.00%,52164,525,316,209,0,0
32253,nan,235,4.80%,0.00%,51848,525,317,207,0,0
31815,nan,236,4.80%,0.00%,51531,525,319,206,0,0
31375,nan,237,4.80%,0.00%,51212,525,320,205,0,0
30934,nan,238,4.80%,0.00%,50892,525,321,204,0,0
30491,nan,239,4.80%,0.00%,50571,525,322,202,0,0
30046,nan,240,4.80%,0.00%,50249,525,324,201,0,0
29600,nan,241,4.80%,0.00%,49925,525,325,200,0,0
29152,nan,242,4.80%,0.00%,49600,525,326,198,0,0
28702,nan,243,4.80%,0.00%,49274,525,328,197,0,0
28251,nan,244,4.80%,0.00%,48946,525,329,196,0,0
27798,nan,245,4.80%,0.00%,48617,525,330,194,0,0
27343,nan,246,4.80%,0.00%,48287,525,332,193,0,0
26886,nan,247,4.80%,0.00%,47956,525,333,192,0,0
26427,nan,248,4.80%,0.00%,47623,525,334,190,0,0
25967,nan,249,4.80%,0.00%,47289,525,336,189,0,0
25505,nan,250,4.80%,0.00%,46953,525,337,188,0,0
25041,nan,251,4.80%,0.00%,46616,525,338,186,0,0
24576,nan,252,4.80%,0.00%,46278,525,340,185,0,0
24109,nan,253,4.80%,0.00%,45939,525,341,184,0,0
23639,nan,254,4.80%,0.00%,45598,525,342,182,0,0
23169,nan,255,4.80%,0.00%,45255,525,344,181,0,0
22696,nan,256,4.80%,0.00%,44912,525,345,180,0,0
22221,nan,257,4.80%,0.00%,44567,525,346,178,0,0
21745,nan,258,4.80%,0.00%,44220,525,348,177,0,0
21267,nan,259,4.80%,0.00%,43872,525,349,175,0,0
20787,nan,260,4.80%,0.00%,43523,525,351,174,0,0
20305,nan,261,4.80%,0.00%,43173,525,352,173,0,0
19821,nan,262,4.80%,0.00%,42821,525,353,171,0,0
19336,nan,263,4.80%,0.00%,42467,525,355,170,0,0
18848,nan,264,4.80%,0.00%,42113,525,356,168,0,0
18359,nan,265,4.80%,0.00%,41756,525,358,167,0,0
17868,nan,266,4.80%,0.00%,41399,525,359,166,0,0
17375,nan,267,4.80%,0.00%,41040,525,361,164,0,0
16880,nan,268,4.80%,0.00%,40679,525,362,163,0,0
16383,nan,269,4.80%,0.00%,40317,525,363,161,0,0
15884,nan,270,4.80%,0.00%,39954,525,365,160,0,0
15384,nan,271,4.80%,0.00%,39589,525,366,158,0,0
14881,nan,272,4.80%,0.00%,39223,525,368,157,0,0
14377,nan,273,4.80%,0.00%,38855,525,369,155,0,0
13870,nan,274,4.80%,0.00%,38486,525,371,154,0,0
13362,nan,275,4.80%,0.00%,38115,525,372,152,0,0
12852,nan,276,4.80%,0.00%,37743,525,374,151,0,0
12339,nan,277,4.80%,0.00%,37369,525,375,149,0,0
11825,nan,278,4.80%,0.00%,36994,525,377,148,0,0
11309,nan,279,4.80%,0.00%,36617,525,378,146,0,0
10791,nan,280,4.80%,0.00%,36239,525,380,145,0,0
10271,nan,281,4.80%,0.00%,35859,525,381,143,0,0
9749,nan,282,4.80%,0.00%,35478,525,383,142,0,0
9224,nan,283,4.80%,0.00%,35095,525,384,140,0,0
8698,nan,284,4.80%,0.00%,34711,525,386,139,0,0
8170,nan,285,4.80%,0.00%,34325,525,387,137,0,0
7640,nan,286,4.80%,0.00%,33938,525,389,136,0,0
7108,nan,287,4.80%,0.00%,33549,525,390,134,0,0
6573,nan,288,4.80%,0.00%,33158,525,392,133,0,0
6037,nan,289,4.80%,0.00%,32766,525,394,131,0,0
5499,nan,290,4.80%,0.00%,32373,525,395,129,0,0
4958,nan,291,4.80%,0.00%,31978,525,397,128,0,0
4416,nan,292,4.80%,0.00%,31581,525,398,126,0,0
3871,nan,293,4.80%,0.00%,31182,525,400,125,0,0
3324,nan,294,4.80%,0.00%,30783,525,402,123,0,0
2776,nan,295,4.80%,0.00%,30381,525,403,122,0,0
2225,nan,296,4.80%,0.00%,29978,525,405,120,0,0
1672,nan,297,4.80%,0.00%,29573,525,406,118,0,0
1117,nan,298,4.80%,0.00%,29167,525,408,117,0,0
559,nan,299,4.80%,0.00%,28759,525,410,115,0,0
0,nan,300,4.80%,0.00%,28349,525,411,113,0,0
0,nan,301,4.80%,0.00%,27938,525,413,112,0,0
nan,nan,302,4.80%,0.00%,27525,525,415,110,0,0
nan,nan,303,4.80%,0.00%,27110,525,416,108,0,0
nan,nan,304,4.80%,0.00%,26694,525,418,107,0,0
nan,nan,305,4.80%,0.00%,26276,525,420,105,0,0
nan,nan,306,4.80%,0.00%,25857,525,421,103,0,0
nan,nan,307,4.80%,0.00%,25435,525,423,102,0,0
nan,nan,308,4.80%,0.00%,25013,525,425,100,0,0
nan,nan,309,4.80%,0.00%,24588,525,426,98,0,0
nan,nan,310,4.80%,0.00%,24162,525,428,97,0,0
nan,nan,311,4.80%,0.00%,23734,525,430,95,0,0
nan,nan,312,4.80%,0.00%,23304,525,431,93,0,0
nan,nan,313,4.80%,0.00%,22872,525,433,91,0,0
nan,nan,314,4.80%,0.00%,22439,525,435,90,0,0
nan,nan,315,4.80%,0.00%,22004,525,437,88,0,0
nan,nan,316,4.80%,0.00%,21568,525,438,86,0,0
nan,nan,317,4.80%,0.00%,21129,525,440,85,0,0
nan,nan,318,4.80%,0.00%,20689,525,442,83,0,0
nan,nan,319,4.80%,0.00%,20247,525,444,81,0,0
nan,nan,320,4.80%,0.00%,19804,525,445,79,0,0
nan,nan,321,4.80%,0.00%,19358,525,447,77,0,0
nan,nan,322,4.80%,0.00%,18911,525,449,76,0,0
nan,nan,323,4.80%,0.00%,18462,525,451,74,0,0
nan,nan,324,4.80%,0.00%,18011,525,453,72,0,0
nan,nan,325,4.80%,0.00%,17558,525,454,70,0,0
nan,nan,326,4.80%,0.00%,17104,525,456,68,0,0
nan,nan,327,4.80%,0.00%,16648,525,458,67,0,0
nan,nan,328,4.80%,0.00%,16190,525,460,65,0,0
nan,nan,329,4.80%,0.00%,15730,525,462,63,0,0
nan,nan,330,4.80%,0.00%,15268,525,464,61,0,0
nan,nan,331,4.80%,0.00%,14804,525,465,59,0,0
nan,nan,332,4.80%,0.00%,14339,525,467,57,0,0
nan,nan,333,4.80%,0.00%,13872,525,469,55,0,0
nan,nan,334,4.80%,0.00%,13402,525,471,54,0,0
nan,nan,335,4.80%,0.00%,12931,525,473,52,0,0
nan,nan,336,4.80%,0.00%,12458,525,475,50,0,0
nan,nan,337,4.80%,0.00%,11984,525,477,48,0,0
nan,nan,338,4.80%,0.00%,11507,525,479,46,0,0
nan,nan,339,4.80%,0.00%,11028,525,481,44,0,0
nan,nan,340,4.80%,0.00%,10548,525,482,42,0,0
nan,nan,341,4.80%,0.00%,10065,525,484,40,0,0
nan,nan,342,4.80%,0.00%,9581,525,486,38,0,0
nan,nan,343,4.80%,0.00%,9094,525,488,36,0,0
nan,nan,344,4.80%,0.00%,8606,525,490,34,0,0
nan,nan,345,4.80%,0.00%,8116,525,492,32,0,0
nan,nan,346,4.80%,0.00%,7624,525,494,30,0,0
nan,nan,347,4.80%,0.00%,7130,525,496,29,0,0
nan,nan,348,4.80%,0.00%,6633,525,498,27,0,0
nan,nan,349,4.80%,0.00%,6135,525,500,25,0,0
nan,nan,350,4.80%,0.00%,5635,525,502,23,0,0
nan,nan,351,4.80%,0.00%,5133,525,504,21,0,0
nan,nan,352,4.80%,0.00%,4629,525,506,19,0,0
nan,nan,353,4.80%,0.00%,4123,525,508,16,0,0
nan,nan,354,4.80%,0.00%,3615,525,510,14,0,0
nan,nan,355,4.80%,0.00%,3104,525,512,12,0,0
nan,nan,356,4.80%,0.00%,2592,525,514,10,0,0
nan,nan,357,4.80%,0.00%,2078,525,516,8,0,0
nan,nan,358,4.80%,0.00%,1561,525,518,6,0,0
nan,nan,359,4.80%,0.00%,1043,525,520,4,0,0
nan,nan,360,4.80%,0.00%,523,525,523,2,0,0
nan,nan,361,0,0,0,0,0,0,0,0
